name,sex,born,height,weight,team,noc,games,year,season,city,sport,event,medal,athlete_id
Stuart Tinney,M,"7 December 1964 in Mundubbera, Queensland (AUS)",180,71,Australia,AUS,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Equestrian Eventing,"Individual, Open",,90654
Stuart Tinney,M,"7 December 1964 in Mundubbera, Queensland (AUS)",180,71,Australia,AUS,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Equestrian Eventing,"Team, Open",Bronze,90654
Stuart Tinney,M,"7 December 1964 in Mundubbera, Queensland (AUS)",180,71,Australia,AUS,2020 Summer Olympics,2020,Summer,Tokyo,Equestrian Eventing,"Team, Open",,90654
Olivia Bunn,F,18 February 1979 in Hong Kong (HKG),176,63,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Equestrian Eventing,"Individual, Open",,106939
Olivia Bunn,F,18 February 1979 in Hong Kong (HKG),176,63,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Equestrian Eventing,"Team, Open",,106939
Tim Amitrano,M,"27 May 1979 in Swan Hill, Victoria (AUS)",171,70,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Equestrian Jumping,"Individual, Open",,107069
Frank Bartolillo,M,"22 December 1981 in Sydney, New South Wales (AUS)",165,67,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Fencing,"Foil, Individual, Men",,106050
Seamus Robinson,M,"1 April 1975 in East Melbourne, Victoria (AUS)",172,70,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Fencing,"Épée, Individual, Men",,106074
Scott Fernandis,M,"17 May 1981 in Canberra, Australian Capital Territory (AUS)",163,60,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Judo,"Extra-Lightweight, Men",,106648
Heath Young,M,"21 September 1978 in Sydney, New South Wales (AUS)",170,66,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Judo,"Half-Lightweight, Men",,106668
Morgan Endicott-Davies,M,31 January 1974 in Balclutha (NZL),179,81,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Judo,"Half-Middleweight, Men",,106722
Martin Kelly,M,"20 February 1973 in Warburton, Victoria (AUS)",191,100,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Judo,"Half-Heavyweight, Men",,106748
Semír Pepic,M,25 September 1972 in Podgorica (MNE),185,127,Australia  Slovakia,AUS,1996 Summer Olympics,1996,Summer,Atlanta,Judo,"Half-Heavyweight, Men",,34218
Semír Pepic,M,25 September 1972 in Podgorica (MNE),185,127,Australia  Slovakia,AUS,2004 Summer Olympics,2004,Summer,Athina,Judo,"Heavyweight, Men",,34218
Semír Pepic,M,25 September 1972 in Podgorica (MNE),185,127,Australia  Slovakia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Judo,"Heavyweight, Men",,34218
Sonya Chervonsky,F,"15 June 1983 in Moskva (Moscow), Moskva (RUS)",160,48,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Judo,"Extra-Lightweight, Women",,106379
Jessica Malone,F,"27 November 1986 in Newcastle, New South Wales (AUS)",183,95,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Judo,"Heavyweight, Women",,106472
Alex Parygin,M,25 April 1973 in Almaty (KAZ),180,75,Australia  Kazakhstan,AUS,1996 Summer Olympics,1996,Summer,Atlanta,Modern Pentathlon,"Individual, Men",Gold,34923
Alex Parygin,M,25 April 1973 in Almaty (KAZ),180,75,Australia  Kazakhstan,AUS,2004 Summer Olympics,2004,Summer,Athina,Modern Pentathlon,"Individual, Men",,34923
Eszter Hortobagyi,F,6 July 1976 in Budapest (HUN),170,61,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Modern Pentathlon,"Individual, Women",,107431
Penny Blackmore,F,"23 April 1984 in Melbourne, Victoria (AUS)",166,49,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Rhythmic Gymnastics,"Individual, Women",,107855
Craig Jones,M,"9 April 1972 in Queanbeyan, New South Wales (AUS)",193,90,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Rowing,"Single Sculls, Men",,104290
Sarah Blanck,F,"18 January 1977 in Melbourne, Victoria (AUS)",175,63,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Sailing,"One Person Dinghy, Women",,104005
Sarah Blanck,F,"18 January 1977 in Melbourne, Victoria (AUS)",175,63,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Sailing,"One Person Dinghy, Women",,104005
Daniel Repacholi,M,"15 May 1982 in Melbourne, Victoria (AUS)",202,128,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Shooting,"Air Pistol, 10 metres, Men",,104755
Daniel Repacholi,M,"15 May 1982 in Melbourne, Victoria (AUS)",202,128,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Shooting,"Free Pistol, 50 metres, Men",,104755
Daniel Repacholi,M,"15 May 1982 in Melbourne, Victoria (AUS)",202,128,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Shooting,"Air Pistol, 10 metres, Men",,104755
Daniel Repacholi,M,"15 May 1982 in Melbourne, Victoria (AUS)",202,128,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Shooting,"Free Pistol, 50 metres, Men",,104755
Daniel Repacholi,M,"15 May 1982 in Melbourne, Victoria (AUS)",202,128,Australia,AUS,2012 Summer Olympics,2012,Summer,London,Shooting,"Air Pistol, 10 metres, Men",,104755
Daniel Repacholi,M,"15 May 1982 in Melbourne, Victoria (AUS)",202,128,Australia,AUS,2012 Summer Olympics,2012,Summer,London,Shooting,"Free Pistol, 50 metres, Men",,104755
Daniel Repacholi,M,"15 May 1982 in Melbourne, Victoria (AUS)",202,128,Australia,AUS,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Shooting,"Air Pistol, 10 metres, Men",,104755
Daniel Repacholi,M,"15 May 1982 in Melbourne, Victoria (AUS)",202,128,Australia,AUS,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Shooting,"Free Pistol, 50 metres, Men",,104755
Daniel Repacholi,M,"15 May 1982 in Melbourne, Victoria (AUS)",202,128,Australia,AUS,2020 Summer Olympics,2020,Summer,Tokyo,Shooting,"Air Pistol, 10 metres, Men",,104755
Daniel Repacholi,M,"15 May 1982 in Melbourne, Victoria (AUS)",202,128,Australia,AUS,2020 Summer Olympics,2020,Summer,Tokyo,Shooting,"Air Pistol, 10 metres, Team, Mixed",,104755
Bruce Quick,M,"4 October 1959 in Sydney, New South Wales (AUS)",185,94,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Shooting,"Rapid-Fire Pistol, 25 metres, Men",,104854
Bruce Quick,M,"4 October 1959 in Sydney, New South Wales (AUS)",185,94,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Shooting,"Rapid-Fire Pistol, 25 metres, Men",,104854
Matthew Inabinet,M,"30 September 1984 in Canberra, Australian Capital Territory (AUS)",184,87,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Shooting,"Air Rifle, 10 metres, Men",,104785
Matthew Inabinet,M,"30 September 1984 in Canberra, Australian Capital Territory (AUS)",184,87,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Shooting,"Air Rifle, 10 metres, Men",,104785
Matthew Inabinet,M,"30 September 1984 in Canberra, Australian Capital Territory (AUS)",184,87,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",,104785
Adam Vella,M,"12 June 1971 in Melbourne, Victoria (AUS)",178,92,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Shooting,"Trap, Men",Bronze,104806
Adam Vella,M,"12 June 1971 in Melbourne, Victoria (AUS)",178,92,Australia,AUS,2012 Summer Olympics,2012,Summer,London,Shooting,"Trap, Men",,104806
Adam Vella,M,"12 June 1971 in Melbourne, Victoria (AUS)",178,92,Australia,AUS,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Shooting,"Trap, Men",,104806
Tom Turner,M,"13 November 1972 in Cessnock, New South Wales (AUS)",187,100,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Shooting,"Double Trap, Men",,104799
Paul Rahman,M,"9 September 1984 in Melbourne, Victoria (AUS)",181,75,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Shooting,"Skeet, Men",,104827
Paul Rahman,M,"9 September 1984 in Melbourne, Victoria (AUS)",181,75,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Shooting,"Skeet, Men",,104827
George Barton,M,"6 September 1977 in Tamworth, New South Wales (AUS)",181,80,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Shooting,"Skeet, Men",,104826
George Barton,M,"6 September 1977 in Tamworth, New South Wales (AUS)",181,80,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Shooting,"Skeet, Men",,104826
Lalita Milshina-Yauhleuskaya,F,"31 December 1963 in Sokol, Vologda (RUS)",158,64,Australia  Belarus,AUS,1996 Summer Olympics,1996,Summer,Atlanta,Shooting,"Air Pistol, 10 metres, Women",,41342
Lalita Milshina-Yauhleuskaya,F,"31 December 1963 in Sokol, Vologda (RUS)",158,64,Australia  Belarus,AUS,2000 Summer Olympics,2000,Summer,Sydney,Shooting,"Air Pistol, 10 metres, Women",,41342
Lalita Milshina-Yauhleuskaya,F,"31 December 1963 in Sokol, Vologda (RUS)",158,64,Australia  Belarus,AUS,2000 Summer Olympics,2000,Summer,Sydney,Shooting,"Sporting Pistol, 25 metres, Women",Bronze,41342
Lalita Milshina-Yauhleuskaya,F,"31 December 1963 in Sokol, Vologda (RUS)",158,64,Australia  Belarus,AUS,2004 Summer Olympics,2004,Summer,Athina,Shooting,"Air Pistol, 10 metres, Women",,41342
Lalita Milshina-Yauhleuskaya,F,"31 December 1963 in Sokol, Vologda (RUS)",158,64,Australia  Belarus,AUS,2004 Summer Olympics,2004,Summer,Athina,Shooting,"Sporting Pistol, 25 metres, Women",,41342
Lalita Milshina-Yauhleuskaya,F,"31 December 1963 in Sokol, Vologda (RUS)",158,64,Australia  Belarus,AUS,2008 Summer Olympics,2008,Summer,Beijing,Shooting,"Air Pistol, 10 metres, Women",,41342
Lalita Milshina-Yauhleuskaya,F,"31 December 1963 in Sokol, Vologda (RUS)",158,64,Australia  Belarus,AUS,2008 Summer Olympics,2008,Summer,Beijing,Shooting,"Sporting Pistol, 25 metres, Women",,41342
Lalita Milshina-Yauhleuskaya,F,"31 December 1963 in Sokol, Vologda (RUS)",158,64,Australia  Belarus,AUS,2012 Summer Olympics,2012,Summer,London,Shooting,"Air Pistol, 10 metres, Women",,41342
Lalita Milshina-Yauhleuskaya,F,"31 December 1963 in Sokol, Vologda (RUS)",158,64,Australia  Belarus,AUS,2012 Summer Olympics,2012,Summer,London,Shooting,"Sporting Pistol, 25 metres, Women",,41342
Lalita Milshina-Yauhleuskaya,F,"31 December 1963 in Sokol, Vologda (RUS)",158,64,Australia  Belarus,AUS,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Shooting,"Air Pistol, 10 metres, Women",,41342
Lalita Milshina-Yauhleuskaya,F,"31 December 1963 in Sokol, Vologda (RUS)",158,64,Australia  Belarus,AUS,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Shooting,"Sporting Pistol, 25 metres, Women",,41342
Kim Frazer,F,"16 April 1959 in Melbourne, Victoria (AUS)",167,52,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Women",,104740
Suzy Balogh,F,"8 May 1973 in Queanbeyan, New South Wales (AUS)",166,85,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Shooting,"Trap, Women",Gold,104709
Suzy Balogh,F,"8 May 1973 in Queanbeyan, New South Wales (AUS)",166,85,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Shooting,"Double Trap, Women",,104709
Suzy Balogh,F,"8 May 1973 in Queanbeyan, New South Wales (AUS)",166,85,Australia,AUS,2012 Summer Olympics,2012,Summer,London,Shooting,"Trap, Women",,104709
Suzie Trindall,F,"5 May 1983 in Brisbane, Queensland (AUS)",176,65,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Shooting,"Double Trap, Women",,104724
Lauryn Mark,F,"15 April 1980 in Los Gatos, California (USA)",168,52,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Shooting,"Skeet, Women",,104727
Lauryn Mark,F,"15 April 1980 in Los Gatos, California (USA)",168,52,Australia,AUS,2012 Summer Olympics,2012,Summer,London,Shooting,"Skeet, Women",,104727
Ashley Callus,M,"10 March 1979 in Brisbane, Queensland (AUS)",188,85,Australia,AUS,2000 Summer Olympics,2000,Summer,Sydney,Swimming,"4 × 100 metres Freestyle Relay, Men",Gold,93256
Ashley Callus,M,"10 March 1979 in Brisbane, Queensland (AUS)",188,85,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"50 metres Freestyle, Men",,93256
Ashley Callus,M,"10 March 1979 in Brisbane, Queensland (AUS)",188,85,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"100 metres Freestyle, Men",,93256
Ashley Callus,M,"10 March 1979 in Brisbane, Queensland (AUS)",188,85,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"4 × 100 metres Freestyle Relay, Men",,93256
Ashley Callus,M,"10 March 1979 in Brisbane, Queensland (AUS)",188,85,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Swimming,"50 metres Freestyle, Men",,93256
Ashley Callus,M,"10 March 1979 in Brisbane, Queensland (AUS)",188,85,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Swimming,"4 × 100 metres Freestyle Relay, Men",Bronze,93256
Craig Stevens,M,"23 July 1980 in Sydney, New South Wales (AUS)",188,82,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"1,500 metres Freestyle, Men",,103598
Craig Stevens,M,"23 July 1980 in Sydney, New South Wales (AUS)",188,82,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"4 × 200 metres Freestyle Relay, Men",Silver,103598
Craig Stevens,M,"23 July 1980 in Sydney, New South Wales (AUS)",188,82,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Swimming,"400 metres Freestyle, Men",,103598
Craig Stevens,M,"23 July 1980 in Sydney, New South Wales (AUS)",188,82,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Swimming,"1,500 metres Freestyle, Men",,103598
Patrick Murphy,M,"22 February 1984 in Albury, New South Wales (AUS)",190,88,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"200 metres Backstroke, Men",,103750
Patrick Murphy,M,"22 February 1984 in Albury, New South Wales (AUS)",190,88,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Swimming,"4 × 100 metres Freestyle Relay, Men",Bronze,103750
Patrick Murphy,M,"22 February 1984 in Albury, New South Wales (AUS)",190,88,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Swimming,"4 × 200 metres Freestyle Relay, Men",Bronze,103750
Jim Piper,M,"13 August 1981 in Campbelltown, New South Wales (AUS)",187,82,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"100 metres Breaststroke, Men",,103225
Jim Piper,M,"13 August 1981 in Campbelltown, New South Wales (AUS)",187,82,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"200 metres Breaststroke, Men",,103225
Jim Piper,M,"13 August 1981 in Campbelltown, New South Wales (AUS)",187,82,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"4 × 100 metres Medley Relay, Men",,103225
Adam Pine,M,"28 February 1976 in Lismore, New South Wales (AUS)",183,80,Australia,AUS,2000 Summer Olympics,2000,Summer,Sydney,Swimming,"4 × 100 metres Freestyle Relay, Men",Gold,93274
Adam Pine,M,"28 February 1976 in Lismore, New South Wales (AUS)",183,80,Australia,AUS,2000 Summer Olympics,2000,Summer,Sydney,Swimming,"4 × 100 metres Medley Relay, Men",Silver,93274
Adam Pine,M,"28 February 1976 in Lismore, New South Wales (AUS)",183,80,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"100 metres Butterfly, Men",,93274
Adam Pine,M,"28 February 1976 in Lismore, New South Wales (AUS)",183,80,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"4 × 100 metres Medley Relay, Men",,93274
Adam Pine,M,"28 February 1976 in Lismore, New South Wales (AUS)",183,80,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Swimming,"100 metres Butterfly, Men",,93274
Adam Pine,M,"28 February 1976 in Lismore, New South Wales (AUS)",183,80,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Swimming,"4 × 100 metres Medley Relay, Men",Silver,93274
Travis Nederpelt,M,"10 June 1985 in Perth, Western Australia (AUS)",184,75,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"200 metres Butterfly, Men",,103167
Travis Nederpelt,M,"10 June 1985 in Perth, Western Australia (AUS)",184,75,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"400 metres Individual Medley, Men",,103167
Travis Nederpelt,M,"10 June 1985 in Perth, Western Australia (AUS)",184,75,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Swimming,"200 metres Butterfly, Men",,103167
Travis Nederpelt,M,"10 June 1985 in Perth, Western Australia (AUS)",184,75,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Swimming,"400 metres Individual Medley, Men",,103167
Adam Lucas,M,"27 October 1983 in Hobart, Tasmania (AUS)",184,74,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"200 metres Individual Medley, Men",,103746
Libby Lenton-Trickett,F,"28 January 1985 in Townsville, Queensland (AUS)",167,60,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"50 metres Freestyle, Women",Bronze,103278
Libby Lenton-Trickett,F,"28 January 1985 in Townsville, Queensland (AUS)",167,60,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"100 metres Freestyle, Women",,103278
Libby Lenton-Trickett,F,"28 January 1985 in Townsville, Queensland (AUS)",167,60,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"4 × 100 metres Freestyle Relay, Women",Gold,103278
Libby Lenton-Trickett,F,"28 January 1985 in Townsville, Queensland (AUS)",167,60,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Swimming,"50 metres Freestyle, Women",,103278
Libby Lenton-Trickett,F,"28 January 1985 in Townsville, Queensland (AUS)",167,60,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Swimming,"100 metres Freestyle, Women",Silver,103278
Libby Lenton-Trickett,F,"28 January 1985 in Townsville, Queensland (AUS)",167,60,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Swimming,"4 × 100 metres Freestyle Relay, Women",Bronze,103278
Libby Lenton-Trickett,F,"28 January 1985 in Townsville, Queensland (AUS)",167,60,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Swimming,"100 metres Butterfly, Women",Gold,103278
Libby Lenton-Trickett,F,"28 January 1985 in Townsville, Queensland (AUS)",167,60,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Swimming,"4 × 100 metres Medley Relay, Women",Gold,103278
Libby Lenton-Trickett,F,"28 January 1985 in Townsville, Queensland (AUS)",167,60,Australia,AUS,2012 Summer Olympics,2012,Summer,London,Swimming,"4 × 100 metres Freestyle Relay, Women",Gold,103278
Michelle Engelsman,F,9 December 1979 in Río Cuarto (ARG),177,73,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"50 metres Freestyle, Women",,104142
Jodie Henry,F,"17 November 1983 in Brisbane, Queensland (AUS)",176,63,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"100 metres Freestyle, Women",Gold,103279
Jodie Henry,F,"17 November 1983 in Brisbane, Queensland (AUS)",176,63,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"4 × 100 metres Freestyle Relay, Women",Gold,103279
Jodie Henry,F,"17 November 1983 in Brisbane, Queensland (AUS)",176,63,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"4 × 100 metres Medley Relay, Women",Gold,103279
Elka Graham,F,"20 October 1981 in Sydney, New South Wales (AUS)",187,67,Australia,AUS,2000 Summer Olympics,2000,Summer,Sydney,Swimming,"4 × 100 metres Freestyle Relay, Women",,93262
Elka Graham,F,"20 October 1981 in Sydney, New South Wales (AUS)",187,67,Australia,AUS,2000 Summer Olympics,2000,Summer,Sydney,Swimming,"4 × 200 metres Freestyle Relay, Women",Silver,93262
Elka Graham,F,"20 October 1981 in Sydney, New South Wales (AUS)",187,67,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Swimming,"200 metres Freestyle, Women",,93262
